source_file,participant_id,main_row_index,iso_time,iso_time_parsed,phase,event_type,event_name,action_clean,actor_type,role,action,is_role_action,is_human_action,is_agent_action,success_bool,rt_ms,rt_sec,phase_index,key,repetition,round,turn_global,turn_index_in_round,move_index_in_turn,current_x,current_y,from_x,from_y,to_x,to_y,dx,dy,clamped,success,reason,forager_x,forager_y,security_x,security_y,forager_stun_turns,gold_total,gold_delta,tile_gold_mine,tile_mine_type,tile_x,tile_y,depletion_status,chase_status,alien_id,alien_x,alien_y,has_alien,chased_away,found_alien_count,found_alien_id,scan_center_x,scan_center_y,scanned_tile_count,map_name,map_reward_level,map_risk_level,map_num,partner_name,partner_role,human_role,decay_prob,mine_type_key,mine_type_raw,rng_u
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1090,2026-05-12T04:13:53.870Z,2026-05-12 04:13:53.870000+00:00,main,role_action,move,move_right,human,forager,move_right,True,True,False,False,7225.0,7.225,7.0,ArrowRight,7.0,11.0,,,2.0,9.0,7.0,8.0,7.0,9.0,7.0,1.0,0.0,0.0,,,8.0,7.0,10.0,2.0,0.0,12.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1091,2026-05-12T04:13:54.401Z,2026-05-12 04:13:54.401000+00:00,main,role_action,move,move_right,human,forager,move_right,True,True,False,False,531.0,0.531,7.0,ArrowRight,7.0,11.0,,,3.0,10.0,7.0,9.0,7.0,10.0,7.0,1.0,0.0,0.0,,,9.0,7.0,10.0,2.0,0.0,12.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1092,2026-05-12T04:13:55.000Z,2026-05-12 04:13:55+00:00,main,role_action,dig,dig,human,forager,dig,True,True,False,True,599.0,0.599,7.0,d,7.0,11.0,,,4.0,10.0,7.0,,,,,,,,1.0,,10.0,7.0,10.0,2.0,0.0,13.0,1.0,1.0,Gold Mine B,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1093,2026-05-12T04:13:56.126Z,2026-05-12 04:13:56.126000+00:00,main,role_action,dig,dig,human,forager,dig,True,True,False,True,1126.0,1.126,7.0,d,7.0,11.0,,,5.0,10.0,7.0,,,,,,,,1.0,,10.0,7.0,10.0,2.0,0.0,14.0,1.0,1.0,Gold Mine B,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1094,2026-05-12T04:13:57.170Z,2026-05-12 04:13:57.170000+00:00,main,phase_event,gold_mine_depleted,gold_mine_depleted,,,,False,False,False,False,,,7.0,,7.0,11.0,,,,,,,,,,,,,,depleted,,,,,,14.0,,,,10.0,7.0,depleted,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,,,,0.5,B,Gold Mine B,0.3798457766256975
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1095,2026-05-12T04:14:00.031Z,2026-05-12 04:14:00.031000+00:00,main,role_action,move,move_left,agent,security,move_left,True,False,True,False,3905.0,3.905,7.0,ArrowLeft,7.0,11.0,,,1.0,9.0,2.0,10.0,2.0,9.0,2.0,-1.0,0.0,0.0,,,10.0,7.0,10.0,2.0,0.0,14.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1096,2026-05-12T04:14:00.936Z,2026-05-12 04:14:00.936000+00:00,main,role_action,move,move_left,agent,security,move_left,True,False,True,False,905.0,0.905,7.0,ArrowLeft,7.0,11.0,,,2.0,8.0,2.0,9.0,2.0,8.0,2.0,-1.0,0.0,0.0,,,10.0,7.0,9.0,2.0,0.0,14.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1097,2026-05-12T04:14:01.842Z,2026-05-12 04:14:01.842000+00:00,main,role_action,move,move_up,agent,security,move_up,True,False,True,False,906.0,0.906,7.0,ArrowUp,7.0,11.0,,,3.0,8.0,1.0,8.0,2.0,8.0,1.0,0.0,-1.0,0.0,,,10.0,7.0,8.0,2.0,0.0,14.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1098,2026-05-12T04:14:02.745Z,2026-05-12 04:14:02.745000+00:00,main,role_action,move,move_up,agent,security,move_up,True,False,True,False,903.0,0.903,7.0,ArrowUp,7.0,11.0,,,4.0,8.0,0.0,8.0,1.0,8.0,0.0,0.0,-1.0,0.0,,,10.0,7.0,8.0,1.0,0.0,14.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1099,2026-05-12T04:14:03.650Z,2026-05-12 04:14:03.650000+00:00,main,role_action,move,move_left,agent,security,move_left,True,False,True,False,905.0,0.905,7.0,ArrowLeft,7.0,11.0,,,5.0,7.0,0.0,8.0,0.0,7.0,0.0,-1.0,0.0,0.0,,,10.0,7.0,8.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1100,2026-05-12T04:14:06.264Z,2026-05-12 04:14:06.264000+00:00,main,role_action,move,move_up,human,forager,move_up,True,True,False,False,2615.0,2.615,7.0,ArrowUp,7.0,12.0,,,1.0,10.0,6.0,10.0,7.0,10.0,6.0,0.0,-1.0,0.0,,,10.0,7.0,7.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1101,2026-05-12T04:14:07.651Z,2026-05-12 04:14:07.651000+00:00,main,role_action,dig,dig,human,forager,dig,True,True,False,True,1386.0,1.386,7.0,d,7.0,12.0,,,2.0,10.0,6.0,,,,,,,,1.0,,10.0,6.0,7.0,0.0,0.0,15.0,1.0,1.0,Gold Mine B,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1102,2026-05-12T04:14:08.694Z,2026-05-12 04:14:08.694000+00:00,main,phase_event,gold_mine_depleted,gold_mine_depleted,,,,False,False,False,False,,,7.0,,7.0,12.0,,,,,,,,,,,,,,depleted,,,,,,15.0,,,,10.0,6.0,depleted,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,,,,0.5,B,Gold Mine B,0.3420584314175696
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1103,2026-05-12T04:14:10.217Z,2026-05-12 04:14:10.217000+00:00,main,role_action,move,move_right,human,forager,move_right,True,True,False,False,2566.0,2.566,7.0,ArrowRight,7.0,12.0,,,3.0,11.0,6.0,10.0,6.0,11.0,6.0,1.0,0.0,0.0,,,10.0,6.0,7.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1104,2026-05-12T04:14:11.150Z,2026-05-12 04:14:11.150000+00:00,main,role_action,move,move_right,human,forager,move_right,True,True,False,False,933.0,0.933,7.0,ArrowRight,7.0,12.0,,,4.0,12.0,6.0,11.0,6.0,12.0,6.0,1.0,0.0,0.0,,,11.0,6.0,7.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1105,2026-05-12T04:14:11.686Z,2026-05-12 04:14:11.686000+00:00,main,role_action,move,move_up,human,forager,move_up,True,True,False,False,536.0,0.536,7.0,ArrowUp,7.0,12.0,,,5.0,12.0,5.0,12.0,6.0,12.0,5.0,0.0,-1.0,0.0,,,12.0,6.0,7.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1106,2026-05-12T04:14:13.044Z,2026-05-12 04:14:13.044000+00:00,main,role_action,scan_chase,scan_chase,agent,security,scan_chase,True,False,True,True,1358.0,1.358,7.0,s,7.0,12.0,,,1.0,7.0,0.0,,,,,,,,1.0,,12.0,5.0,7.0,0.0,0.0,15.0,,,,,,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,6.0,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1107,2026-05-12T04:14:18.952Z,2026-05-12 04:14:18.952000+00:00,main,role_action,move,move_left,agent,security,move_left,True,False,True,False,5908.0,5.908,7.0,ArrowLeft,7.0,12.0,,,2.0,6.0,0.0,7.0,0.0,6.0,0.0,-1.0,0.0,0.0,,,12.0,5.0,7.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1108,2026-05-12T04:14:19.857Z,2026-05-12 04:14:19.857000+00:00,main,role_action,scan_chase,scan_chase,agent,security,scan_chase,True,False,True,True,905.0,0.905,7.0,s,7.0,12.0,,,3.0,6.0,0.0,,,,,,,,1.0,,12.0,5.0,6.0,0.0,0.0,15.0,,,,,,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,6.0,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1109,2026-05-12T04:14:25.765Z,2026-05-12 04:14:25.765000+00:00,main,role_action,move,move_left,agent,security,move_left,True,False,True,False,5908.0,5.908,7.0,ArrowLeft,7.0,12.0,,,4.0,5.0,0.0,6.0,0.0,5.0,0.0,-1.0,0.0,0.0,,,12.0,5.0,6.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1110,2026-05-12T04:14:26.671Z,2026-05-12 04:14:26.671000+00:00,main,role_action,move,move_left,agent,security,move_left,True,False,True,False,906.0,0.906,7.0,ArrowLeft,7.0,12.0,,,5.0,4.0,0.0,5.0,0.0,4.0,0.0,-1.0,0.0,0.0,,,12.0,5.0,5.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1111,2026-05-12T04:14:27.536Z,2026-05-12 04:14:27.536000+00:00,main,role_action,move,move_up,human,forager,move_up,True,True,False,False,866.0,0.866,7.0,ArrowUp,7.0,13.0,,,1.0,12.0,4.0,12.0,5.0,12.0,4.0,0.0,-1.0,0.0,,,12.0,5.0,4.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1112,2026-05-12T04:14:27.820Z,2026-05-12 04:14:27.820000+00:00,main,role_action,move,move_up,human,forager,move_up,True,True,False,False,284.0,0.284,7.0,ArrowUp,7.0,13.0,,,2.0,12.0,3.0,12.0,4.0,12.0,3.0,0.0,-1.0,0.0,,,12.0,4.0,4.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1113,2026-05-12T04:14:28.029Z,2026-05-12 04:14:28.029000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,209.0,0.209,7.0,ArrowLeft,7.0,13.0,,,3.0,11.0,3.0,12.0,3.0,11.0,3.0,-1.0,0.0,0.0,,,12.0,3.0,4.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1114,2026-05-12T04:14:31.046Z,2026-05-12 04:14:31.046000+00:00,main,role_action,move,move_right,human,forager,move_right,True,True,False,False,3017.0,3.017,7.0,ArrowRight,7.0,13.0,,,4.0,12.0,3.0,11.0,3.0,12.0,3.0,1.0,0.0,0.0,,,11.0,3.0,4.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1115,2026-05-12T04:14:31.758Z,2026-05-12 04:14:31.758000+00:00,main,role_action,dig,dig,human,forager,dig,True,True,False,True,712.0,0.712,7.0,d,7.0,13.0,,,5.0,12.0,3.0,,,,,,,,1.0,,12.0,3.0,4.0,0.0,0.0,16.0,1.0,1.0,Gold Mine B,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1116,2026-05-12T04:14:32.802Z,2026-05-12 04:14:32.802000+00:00,main,phase_event,gold_mine_depleted,gold_mine_depleted,,,,False,False,False,False,,,7.0,,7.0,13.0,,,,,,,,,,,,,,depleted,,,,,,16.0,,,,12.0,3.0,depleted,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,,,,0.5,B,Gold Mine B,0.4162781488023768
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1117,2026-05-12T04:14:35.663Z,2026-05-12 04:14:35.663000+00:00,main,role_action,move,move_left,agent,security,move_left,True,False,True,False,3905.0,3.905,7.0,ArrowLeft,7.0,13.0,,,1.0,3.0,0.0,4.0,0.0,3.0,0.0,-1.0,0.0,0.0,,,12.0,3.0,4.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1118,2026-05-12T04:14:36.567Z,2026-05-12 04:14:36.567000+00:00,main,role_action,move,move_left,agent,security,move_left,True,False,True,False,905.0,0.905,7.0,ArrowLeft,7.0,13.0,,,2.0,2.0,0.0,3.0,0.0,2.0,0.0,-1.0,0.0,0.0,,,12.0,3.0,3.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1119,2026-05-12T04:14:37.472Z,2026-05-12 04:14:37.472000+00:00,main,role_action,move,move_left,agent,security,move_left,True,False,True,False,905.0,0.905,7.0,ArrowLeft,7.0,13.0,,,3.0,1.0,0.0,2.0,0.0,1.0,0.0,-1.0,0.0,0.0,,,12.0,3.0,2.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1120,2026-05-12T04:14:38.377Z,2026-05-12 04:14:38.377000+00:00,main,role_action,move,move_down,agent,security,move_down,True,False,True,False,905.0,0.905,7.0,ArrowDown,7.0,13.0,,,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,12.0,3.0,1.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1121,2026-05-12T04:14:39.280Z,2026-05-12 04:14:39.280000+00:00,main,role_action,move,move_left,agent,security,move_left,True,False,True,False,903.0,0.903,7.0,ArrowLeft,7.0,13.0,,,5.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,,,12.0,3.0,1.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1122,2026-05-12T04:14:40.061Z,2026-05-12 04:14:40.061000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,780.0,0.78,7.0,ArrowLeft,7.0,14.0,,,1.0,11.0,3.0,12.0,3.0,11.0,3.0,-1.0,0.0,0.0,,,12.0,3.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1123,2026-05-12T04:14:40.298Z,2026-05-12 04:14:40.298000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,238.0,0.238,7.0,ArrowLeft,7.0,14.0,,,2.0,10.0,3.0,11.0,3.0,10.0,3.0,-1.0,0.0,0.0,,,11.0,3.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1124,2026-05-12T04:14:40.509Z,2026-05-12 04:14:40.509000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,211.0,0.211,7.0,ArrowLeft,7.0,14.0,,,3.0,9.0,3.0,10.0,3.0,9.0,3.0,-1.0,0.0,0.0,,,10.0,3.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1125,2026-05-12T04:14:40.921Z,2026-05-12 04:14:40.921000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,412.0,0.412,7.0,ArrowLeft,7.0,14.0,,,4.0,8.0,3.0,9.0,3.0,8.0,3.0,-1.0,0.0,0.0,,,9.0,3.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1126,2026-05-12T04:14:41.325Z,2026-05-12 04:14:41.325000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,404.0,0.404,7.0,ArrowLeft,7.0,14.0,,,5.0,7.0,3.0,8.0,3.0,7.0,3.0,-1.0,0.0,0.0,,,8.0,3.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1127,2026-05-12T04:14:42.681Z,2026-05-12 04:14:42.681000+00:00,main,role_action,move,move_down,agent,security,move_down,True,False,True,False,1356.0,1.356,7.0,ArrowDown,7.0,14.0,,,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,,,7.0,3.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1128,2026-05-12T04:14:43.588Z,2026-05-12 04:14:43.588000+00:00,main,role_action,move,move_down,agent,security,move_down,True,False,True,False,906.0,0.906,7.0,ArrowDown,7.0,14.0,,,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,,,7.0,3.0,0.0,2.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1129,2026-05-12T04:14:44.493Z,2026-05-12 04:14:44.493000+00:00,main,role_action,move,move_down,agent,security,move_down,True,False,True,False,906.0,0.906,7.0,ArrowDown,7.0,14.0,,,3.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,,,7.0,3.0,0.0,3.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1130,2026-05-12T04:14:45.399Z,2026-05-12 04:14:45.399000+00:00,main,role_action,move,move_down,agent,security,move_down,True,False,True,False,906.0,0.906,7.0,ArrowDown,7.0,14.0,,,4.0,0.0,5.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,,,7.0,3.0,0.0,4.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1131,2026-05-12T04:14:46.306Z,2026-05-12 04:14:46.306000+00:00,main,role_action,move,move_down,agent,security,move_down,True,False,True,False,906.0,0.906,7.0,ArrowDown,7.0,14.0,,,5.0,0.0,6.0,0.0,5.0,0.0,6.0,0.0,1.0,0.0,,,7.0,3.0,0.0,5.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1132,2026-05-12T04:14:47.087Z,2026-05-12 04:14:47.087000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,782.0,0.782,7.0,ArrowLeft,7.0,15.0,,,1.0,6.0,3.0,7.0,3.0,6.0,3.0,-1.0,0.0,0.0,,,7.0,3.0,0.0,6.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1133,2026-05-12T04:14:47.372Z,2026-05-12 04:14:47.372000+00:00,main,role_action,move,move_left,human,forager,move_left,True,True,False,False,285.0,0.285,7.0,ArrowLeft,7.0,15.0,,,2.0,5.0,3.0,6.0,3.0,5.0,3.0,-1.0,0.0,0.0,,,6.0,3.0,0.0,6.0,0.0,16.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1134,2026-05-12T04:14:47.973Z,2026-05-12 04:14:47.973000+00:00,main,role_action,dig,dig,human,forager,dig,True,True,False,True,601.0,0.601,7.0,d,7.0,15.0,,,3.0,5.0,3.0,,,,,,,,1.0,,5.0,3.0,0.0,6.0,0.0,17.0,1.0,1.0,Gold Mine B,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1135,2026-05-12T04:14:49.016Z,2026-05-12 04:14:49.016000+00:00,main,phase_event,gold_mine_depleted,gold_mine_depleted,,,,False,False,False,False,,,7.0,,7.0,15.0,,,,,,,,,,,,,,depleted,,,,,,17.0,,,,5.0,3.0,depleted,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,,,,0.5,B,Gold Mine B,0.4462771268237047
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1136,2026-05-12T04:14:54.880Z,2026-05-12 04:14:54.880000+00:00,main,role_action,move,move_right,agent,security,move_right,True,False,True,False,6907.0,6.907,7.0,ArrowRight,7.0,15.0,,,1.0,1.0,6.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,,,5.0,3.0,0.0,6.0,3.0,17.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1137,2026-05-12T04:14:55.785Z,2026-05-12 04:14:55.785000+00:00,main,role_action,move,move_right,agent,security,move_right,True,False,True,False,906.0,0.906,7.0,ArrowRight,7.0,15.0,,,2.0,2.0,6.0,1.0,6.0,2.0,6.0,1.0,0.0,0.0,,,5.0,3.0,1.0,6.0,3.0,17.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1138,2026-05-12T04:14:56.689Z,2026-05-12 04:14:56.689000+00:00,main,role_action,move,move_right,agent,security,move_right,True,False,True,False,904.0,0.904,7.0,ArrowRight,7.0,15.0,,,3.0,3.0,6.0,2.0,6.0,3.0,6.0,1.0,0.0,0.0,,,5.0,3.0,2.0,6.0,3.0,17.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1139,2026-05-12T04:14:57.593Z,2026-05-12 04:14:57.593000+00:00,main,role_action,move,move_up,agent,security,move_up,True,False,True,False,904.0,0.904,7.0,ArrowUp,7.0,15.0,,,4.0,3.0,5.0,3.0,6.0,3.0,5.0,0.0,-1.0,0.0,,,5.0,3.0,3.0,6.0,3.0,17.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1140,2026-05-12T04:14:58.497Z,2026-05-12 04:14:58.497000+00:00,main,role_action,move,move_right,agent,security,move_right,True,False,True,False,904.0,0.904,7.0,ArrowRight,7.0,15.0,,,5.0,4.0,5.0,3.0,5.0,4.0,5.0,1.0,0.0,0.0,,,5.0,3.0,3.0,5.0,3.0,17.0,,,,,,,,,,,,,,,,,,low_reward_low_risk_02.csv,low,low,2.0,Alice,security,forager,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1141,2026-05-12T04:15:00.908Z,2026-05-12 04:15:00.908000+00:00,main,role_action,move,move_up,agent,forager,move_up,True,False,True,False,2410.0,2.41,8.0,ArrowUp,8.0,1.0,,,1.0,6.0,5.0,6.0,6.0,6.0,5.0,0.0,-1.0,0.0,,,6.0,6.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,high_reward_high_risk_03.csv,high,high,3.0,Grace,forager,security,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1142,2026-05-12T04:15:01.811Z,2026-05-12 04:15:01.811000+00:00,main,role_action,move,move_down,agent,forager,move_down,True,False,True,False,904.0,0.904,8.0,ArrowDown,8.0,1.0,,,2.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,1.0,0.0,,,6.0,5.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,high_reward_high_risk_03.csv,high,high,3.0,Grace,forager,security,,,,
gridgame_clean_Bill_2026-05-12T04-39-47-530Z.csv,Bill,1143,2026-05-12T04:15:02.714Z,2026-05-12 04:15:02.714000+00:00,main,role_action,move,move_left,agent,forager,move_left,True,False,True,False,903.0,0.903,8.0,ArrowLeft,8.0,1.0,,,3.0,5.0,6.0,6.0,6.0,5.0,6.0,-1.0,0.0,0.0,,,6.0,6.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,high_reward_high_risk_03.csv,high,high,3.0,Grace,forager,security,,,,
